label,right_shoulder,left_shoulder
milieu,73.58522016333166,70.88919288032314
milieu,70.31737522592029,54.00045788480052
milieu,64.49956292121063,46.327508530687886
milieu,52.69441203195231,34.28405166103003
milieu,48.89376572801798,28.005597695248643
bas,49.4272273819642,28.369086168252775
bas,45.88558776770742,29.919011703353256
milieu,53.807565582122045,41.467234539104446
milieu,67.2366919176593,56.77976595336637
milieu,81.0557581019763,86.06071953844085
milieu,96.92573705742126,113.51678073724067
milieu,109.82901160801265,129.28458246954906
milieu,138.21497365271688,143.76382461162788
haut,153.09017582590582,154.35822023489553
haut,160.31784982313226,159.88188401990521
haut,168.66462197639828,169.10794252907493
haut,169.63401667735184,168.39439369864388
haut,166.41700191558817,163.04103478459143
milieu,160.7943751162388,159.01673468555205
milieu,158.11119511733804,156.3836545759362
milieu,155.92129072398566,152.55997696567678
milieu,144.41768549972969,144.82549756922538
milieu,140.963598771736,138.4775171916441
milieu,131.72634424807345,132.58173414629593
milieu,127.56157743239025,128.61404802866593
milieu,120.02919124978949,122.23722819073376
milieu,109.75356597186206,112.41847433147522
milieu,100.3854145417693,103.2304978362467
milieu,99.08939424834587,91.42907255600134
milieu,78.11264526622796,79.70073153545539
milieu,75.74859806046564,69.3518540975226
milieu,68.97936216857612,58.78861095329232
milieu,61.000114948025534,50.43999146492681
bas,54.76118820945824,40.804683322848376
bas,46.70721785903224,32.7134699931699
bas,46.52385255851601,29.98656692280279
bas,45.50975930187577,28.34282981068873
bas,46.69127302842638,27.602870996127315
milieu,48.349849873128804,36.62408867069295
milieu,57.39491518633483,49.926186491372974
milieu,69.32298161210139,68.56550885764898
milieu,89.46947559472008,93.02002805336674
milieu,104.3046429618816,114.84828660288485
milieu,126.30638895924623,129.90141456849273
milieu,141.58663413898466,146.23215248145627
haut,152.49328665936196,154.68417922466176
haut,159.9914705090357,158.72525022837024
haut,164.1015677842737,167.67259616373485
haut,164.42735815264584,165.13976815048315
haut,160.69390043630887,158.5114515649961
milieu,157.597367973322,157.8664353331009
milieu,153.81723470337832,154.77690851220643
milieu,144.4594324673246,145.45849922016689
milieu,139.05652612034007,135.43485424128679
milieu,130.43934144951504,129.00209054789323
milieu,113.93059881866145,122.20968806159465
milieu,101.48736969966117,110.08658736481819
milieu,94.80977192238916,98.29987422118803
milieu,86.10831703432329,77.3033336163817
milieu,77.46372974870108,68.12549204382248
milieu,65.15000920925526,50.2831711405053
milieu,60.72831696158976,45.60560672551077
bas,51.45611072771843,40.23043645002953
bas,48.76506053702086,28.704595356369325
bas,45.56074762611261,28.317686571801886
bas,45.056465425479715,24.661783424801495
bas,45.29377169875786,24.836858533123483
bas,44.21357476174765,27.775675935299912
milieu,48.94079794359215,34.778266848056084
milieu,52.848978607053446,49.942696933258894
milieu,69.57493913516073,71.19559761059605
milieu,87.59225652771008,93.67079684658542
milieu,101.0172642076541,111.0927732384718
milieu,121.3060182755132,127.69023057343774
milieu,136.35316192497487,134.31795204939905
milieu,148.97760655822316,149.0586500459368
haut,158.61639527199614,154.82267848309272
haut,163.41208120914578,164.65058366303185
haut,170.56459221141202,167.7893797690178
haut,170.52059394851742,166.34281297190765
haut,162.0301831588067,157.88711637041197
milieu,156.8069274277789,153.5352358251618
milieu,149.00229908342348,146.56743539819053
milieu,136.275931287694,136.76126037037903
milieu,124.95675167759042,125.96222265453704
milieu,113.68525888658039,118.52973514912313
milieu,103.79411310132298,106.86891127056226
milieu,93.01568366829936,90.1082153218391
milieu,85.6055798313369,78.93358036558182
milieu,67.41036021137292,54.247046052634154
milieu,57.58863182519809,45.27897509623544
milieu,50.92010463252718,37.93020466162858
bas,45.24791357124097,26.169884593022648
bas,43.28420070243599,22.416878372230716
bas,42.16221929907125,19.8608216144959
bas,42.54665032040775,22.6422576162457
bas,42.69783237943123,25.845471426440966
bas,48.793207154922044,34.317186540798076
milieu,51.1560706317924,50.0531128901829
milieu,70.65992108511601,76.26762111916584
milieu,87.23852421617431,92.25491223972607
milieu,108.04677113675476,116.20335018651957
milieu,121.00117220133869,128.04449545787983
milieu,139.44382504385325,137.95106624459547
milieu,154.06932061690776,151.02969236401682
haut,160.34171968590718,158.11686180954044
haut,165.94942216005794,163.21852352883548
haut,166.27409964219896,163.9993079895487
haut,163.95798885078463,159.45223641269604
milieu,160.69882703877173,155.59839165579206
milieu,150.0371404603966,151.9371115400494
milieu,139.18843672869153,141.03694713578892
milieu,130.52097356830726,129.53661258312783
milieu,111.96812219431217,121.86538352209142
milieu,108.87484253128302,107.93637733851936
milieu,90.73040446083364,100.34930490799236
milieu,84.98350479616253,81.06602963220254
milieu,72.96248132484689,65.95035569023179
milieu,56.6339512207854,49.62906484036973
milieu,51.149025658890885,42.48982280206487
bas,45.803964784387254,31.595055182349757
bas,41.92051962786858,27.402007222782903
bas,39.26636212278516,19.390905569700507
bas,40.787211815324476,19.776700506233336
bas,40.45772334878143,23.03324997892087
bas,41.83303068782983,27.680982158587558
bas,44.46653245252487,32.103661762092145
milieu,50.56255756799185,46.40545157051957
milieu,63.84960649001366,57.486346497400184
milieu,85.36740586151694,86.79436718289601
milieu,94.2312655974039,100.62260370190273
milieu,112.16030944290834,115.43731062634409
milieu,121.03108655130302,126.68210380468697
milieu,136.96466835541776,138.59170314401027
milieu,149.58088549910156,148.30840202423616
milieu,155.31430843389998,152.6761617683383
haut,161.48770860744546,161.9596289903505
haut,168.4815809936116,168.51773801415737
haut,171.67487717223597,167.11329474496773
haut,166.85968857619545,162.69736015218845
milieu,163.6992982640449,154.53732301507296
milieu,155.7334600572606,154.5476052875893
milieu,144.54928703215018,144.4414303176953
milieu,135.66874113332142,135.0615225719815
milieu,111.40157997993857,127.2982808395465
milieu,107.46052092492013,112.40608877867551
milieu,96.84308819122371,98.69027101484956
milieu,86.19873741915848,81.59446436029044
milieu,78.95684151371898,70.74179761741135
milieu,66.16729367195339,52.93364390878955
milieu,53.185373698159225,41.614396236280065
milieu,49.24025711201648,37.50281917354021
bas,45.590805485370666,26.95861547848288
bas,43.42198641601141,26.494431810418057
bas,42.19531951072309,23.82188893535112
bas,42.251310757887495,23.705770804733863
bas,42.144535974667434,26.22795575981992
milieu,45.238591651579554,33.74259616724582
milieu,51.67226733264092,45.38479920751828
milieu,65.44188615708941,67.16685286448359
milieu,89.79902114703597,90.79051402518012
milieu,98.61087320009854,110.59282175103235
milieu,109.41074768282719,122.6393979691991
milieu,127.65882425692178,133.6503734133055
milieu,135.5407799328187,141.13093857212914
milieu,148.92086868297721,149.25355863147695
haut,157.10922477751723,156.5292592780468
haut,161.58865337968564,161.11991378064894
haut,169.00958647652283,167.16243886101273
haut,171.5071641588222,167.64995661635672
haut,166.56166936476208,162.21867292965538
milieu,161.70859432697497,157.4166639956927
milieu,154.18998302552885,151.5636999770104
milieu,144.63785376076248,143.5420737017599
milieu,133.99714162844433,134.52434973808315
milieu,127.82738508436375,128.60899927627628
milieu,110.51141269339648,120.89134934247
milieu,97.61783679129577,110.60081024933807
milieu,97.02290182068074,90.62799275768162
milieu,77.19043839906851,80.20876184008381
milieu,65.2578799346631,60.13858284213848
milieu,62.83941775997307,50.014830942495685
milieu,57.313955102159554,42.064040297146406
milieu,48.22652142284022,34.446360267431295
bas,44.69146019753322,28.50843463837444
bas,42.32477017397178,25.85732518891193
haut,174.85177038218134,157.53297331663592
milieu,173.71339576337297,150.19636022774077
milieu,170.36390940036367,133.82829655374388
milieu,149.30601008994708,107.51858777692006
milieu,113.41132392030012,81.96433107190151
milieu,33.070481161559094,73.01763258953943
milieu,15.855111711576193,59.437255421149516
milieu,11.854546883996012,49.87086735649481
milieu,9.335160067680762,43.539364161259876
milieu,8.99365056980738,40.457055573104626
bas,8.49763271558513,40.61700429551452
bas,9.491116300789825,41.61703598389405
bas,6.783898435289079,46.12658471838165
milieu,15.900482173231014,59.62064095486998
milieu,31.559080203069648,65.5594239780507
milieu,78.87003473709264,81.07249006817439
milieu,146.50355943028705,99.19717675510907
milieu,163.65903027155883,112.96737308968072
milieu,170.6013757106503,134.09777665950634
milieu,172.63656421109098,145.28270419650704
haut,174.4839604377894,159.62390162584418
haut,177.42975716606867,160.74790030441508
haut,176.69420589264206,162.653761972945
haut,177.43200736612317,162.8462751820331
haut,178.90010510696857,159.15606872999433
haut,178.7936866401508,160.3928409480668
milieu,178.47695591993943,158.05618790141548
milieu,176.03379013404498,158.36682870644097
milieu,172.81370351577544,151.57053512642426
milieu,172.20834724816214,144.46116616899738
milieu,165.55142295701208,125.03563649557381
milieu,147.97436197066463,107.4106699310388
milieu,110.37667979618675,93.48055084782557
milieu,67.88364918717579,84.99331144548825
milieu,27.871079800682136,67.13980727037021
milieu,15.640011504619459,56.56725214117783
bas,12.21900521366663,49.39346919148279
bas,11.084022059424079,48.809783550662324
bas,11.551480475221693,48.66592961857579
bas,12.247719007260063,50.450118703259896
milieu,28.522709988735247,69.55001456981647
milieu,83.61517630015429,79.31196178212002
milieu,139.4819673907115,106.48466587269384
milieu,166.1849757435439,124.71332123639552
milieu,172.1032831204478,143.2615185283428
milieu,173.8431224608182,156.85593864105016
haut,176.27505746951067,162.24005310969548
haut,179.35325529586294,163.69453995429626
haut,178.66302226702663,166.45640771422242
haut,178.5855356576065,164.66633948064
haut,178.51466209983903,163.8762436844166
haut,175.93078670404017,163.03229196908262
haut,175.98153964007588,162.72372477522404
milieu,177.46323936150225,159.06040866427355
milieu,171.80794459682542,149.6017477578822
milieu,161.75655042267817,130.3080835365662
milieu,144.05447466241884,106.76772682146598
milieu,115.92963731883349,91.05196606433312
milieu,30.170248988772073,71.94632115499031
milieu,17.798644145840193,59.61309680195335
bas,14.52874244185341,47.940917492264404
bas,11.799188639984758,45.32483592611937
bas,11.123196055589013,42.98306737799487
bas,10.195195627025813,44.97980868109457
bas,11.790503646554068,45.31036785290412
milieu,19.83640462139365,65.3947970365324
milieu,130.18777434427585,82.6875818029671
milieu,153.22201757078687,119.46494541057089
milieu,171.76646716575087,140.21809626627748
milieu,177.57810561077164,157.41238640213564
haut,178.77306221585127,165.3021315586606
haut,177.8544965899442,169.8603429181698
haut,177.7914733292007,169.3047214244299
haut,178.946998767563,169.80123790393395
haut,179.3959846297895,168.77413045263532
haut,179.20272693934172,168.4259547283029
haut,178.81777405048396,167.85979421835913
haut,178.23659950680064,163.2621146995406
milieu,174.51080546913474,156.5714333278425
milieu,174.3016317432373,141.8411571747777
milieu,167.2407679572042,124.0456946376406
milieu,154.7649632805243,110.99866215420171
milieu,72.56420296651794,90.77752408770407
milieu,26.38971954638785,76.19788260430816
milieu,15.335640987907565,59.642875083384816
bas,10.115925202267462,51.362282144454475
bas,9.146154045140294,45.95159039707921
bas,7.82418076431571,42.21252483466432
bas,6.015326300560764,43.419716344363714
bas,7.660974154534266,44.6380496178746
bas,8.889315271494835,51.415889456647164
milieu,17.11426508546447,64.22473873151759
milieu,30.18127290282651,86.65093026408817
milieu,150.47967793824878,93.58625914042972
milieu,159.79949663940837,111.09957178305187
milieu,169.87179606662576,125.58862816670843
milieu,173.61152732910008,151.03306579106876
milieu,174.1350590374578,155.77761253092729
haut,177.42709843410626,162.61665827950102
haut,177.251296516121,166.48139288502853
haut,178.15613765829133,167.63534137628685
haut,174.39028872036698,163.99358974939602
haut,174.65922953557524,162.78890556416778
haut,176.26481162413467,164.82607758293747
