label,right_shoulder,left_shoulder,wrist,elbow
bas,21.673243063928545,8.534085102895233,0.596065160953066,0.5074163526502855
bas,24.049181352858866,10.907351388493344,0.5528048765673942,0.5033260589112766
bas,24.31688613297951,11.071055551266197,0.5599855626763078,0.46752253860736465
bas,24.110951380238305,7.014774638683073,0.5901130772704737,0.4911789684200647
bas,24.988360635262993,9.316699325263881,0.6047638306407987,0.5094288833278032
bas,24.220139206677388,6.2724133045958625,0.6689287915470938,0.5343007297250137
bas,23.96875015617225,7.6160444678742065,0.6262812159046884,0.5273344484117929
bas,26.18145857758506,11.205015458551836,0.5736438106403166,0.5041161840564691
bas,22.745052140144658,10.894630980180159,0.5908288357414526,0.5234697683368121
bas,24.05440382120919,10.561527660589267,0.5498637185511684,0.46475272431212916
bas,31.395840977031586,14.126227494781821,0.512314715044773,0.42548933488389
bas,26.4195085900689,20.088807974305645,0.534465862259712,0.4570203459661094
haut,174.2194459969737,173.10618670723167,0.5240788757019554,0.6222741486756383
haut,170.201734476477,177.8287597184843,0.4353188738406832,0.5544432636191482
haut,172.0489442428895,179.2242695548827,0.4847811638165596,0.6393147640953194
haut,171.33248040881148,179.22531850158464,0.44368484607099845,0.592009049273122
haut,172.92102610246607,178.5826783147759,0.4453632446348679,0.6033739212904325
haut,174.54586443553652,177.95851238163166,0.45845927940035053,0.6281608099239595
haut,172.37563168780224,179.44425186129445,0.4901951134279926,0.6378528377783774
haut,171.347611814984,178.34612005445138,0.4550084055182211,0.5828314414759176
haut,173.6781347689079,176.5177504398855,0.4398773742003833,0.5701308534053724
bas,35.28294160650911,24.99346975423024,0.5551430656240285,0.4616464952079119
bas,32.721875401038346,18.89671581406776,0.5752397458584242,0.47682322271045907
bas,33.29561575034921,17.520378110135326,0.575901974707074,0.48821668679235175
bas,24.705054812406786,16.868567416434715,0.5670137927316223,0.5002030162615757
bas,20.953902398251973,11.295148935432826,0.5867721098138959,0.4784782468731232
bas,26.410725866255508,9.872354056035183,0.5835910904203017,0.4367366736795104
bas,26.069328990303383,12.47900549524838,0.5231044658277673,0.437991061793548
bas,26.178738259421124,14.42918193696862,0.5166048574311404,0.44498169739377424
bas,21.63222957002677,10.319837236093088,0.5513777078788152,0.452761062102138
bas,22.214325213638222,8.487636389220933,0.5702516781992744,0.4779704645426077
bas,30.681849545674957,11.3350443697271,0.5392734549117185,0.4242765134196584
bas,22.858662842980163,10.117031833132733,0.5508947245906479,0.4723548205058813
bas,28.202649238282866,11.358228131107285,0.5412711168003922,0.4739744379571677
bas,24.01914628039744,14.069105561638295,0.5466568345031932,0.4734706989053665
bas,21.94574244723573,9.741715346312569,0.573750536886631,0.5122623257721749
bas,20.56996036868584,10.4470075400142,0.5677358853630686,0.46541499176845585
bas,41.39598236671777,14.05322277264764,0.5528666703989281,0.4665783384734529
haut,168.6287006247488,176.3272677564757,0.4793834885109592,0.599610324938859
haut,171.5856291720409,178.8554534808743,0.40186301008529585,0.5569417662586044
haut,170.91139130808438,178.72636188488815,0.4514042024085225,0.589946029229446
haut,171.98403968890702,179.4340398891612,0.49634861802010777,0.6439248555879512
haut,172.02363975805773,179.4460069017289,0.4438002195148303,0.5996129860231142
haut,169.78113396262663,178.92709366200327,0.443769961731497,0.590274576563354
haut,172.78327178544706,176.93768380816476,0.47578089124765666,0.6131400721347005
haut,169.41278007563704,171.32972921107677,0.4387168422754822,0.5372637450630221
bas,35.704429132152534,21.47894057075209,0.5498330219194065,0.45876114422307535
bas,28.13423799844857,16.86298606423371,0.58791247868723,0.43859354732343403
bas,27.71759445212613,15.23838914288974,0.5889103190828353,0.4526622658814625
bas,24.598828481885274,12.97422663322987,0.5683321618726508,0.45674299370935467
bas,26.906205434827193,12.576172311294634,0.5615039117231047,0.43655199033965053
bas,21.78354672682757,11.728741644432851,0.5852471659100342,0.48653922826526064
bas,25.29735653732185,12.8842381336559,0.5762773520544222,0.4648288893552463
bas,19.94845501988213,9.994410797693812,0.5754493590493358,0.4601328678560728
bas,27.56178794390495,12.350599666516912,0.5588540817591181,0.46107238163514463
bas,24.060540970472985,11.891676684626272,0.57995337010594,0.4738844250844597
bas,21.37918429462349,12.328437057450321,0.5534988082643606,0.48823475246305903
bas,21.432753905840404,12.647904586355,0.5521496566734747,0.4754842014317822
bas,23.34300121932328,12.185458088436697,0.5590583590106708,0.4731243912415068
bas,23.907505258925724,11.714229010555776,0.5530339042849289,0.44331941355612364
bas,37.91368184134726,20.558266240618998,0.4851250529995228,0.4207799128820956
haut,170.2993278044346,178.63422175830488,0.47197338598411154,0.6145403104120203
haut,172.1972207609244,178.6574276572677,0.44063425833844533,0.6125357835597269
haut,171.53908962155666,176.52385804554388,0.45769419169678055,0.6427256361771114
haut,173.18227967734765,179.41976507642866,0.4357322700302848,0.6032773829912037
haut,174.23535037498192,179.38871570220894,0.42247876625536857,0.5975813723243208
haut,171.98259892817302,177.69571155658346,0.48610735886445944,0.6373309128176325
haut,169.7372974669188,172.1408615007036,0.48061563245144034,0.5857063078461775
bas,41.3016590810835,24.793491455098717,0.5288096773525869,0.4166225765944512
bas,57.71528179203921,20.118134859609636,0.5077572064920554,0.38388145816132474
bas,38.893675834858904,16.490371958005653,0.5124130821340274,0.39663536794392484
bas,34.02413577386547,15.479910107267223,0.5051748526225596,0.4068348629001153
bas,28.128900734203278,15.9460863529112,0.5004797467439839,0.4044189876658982
bas,37.62419654168053,14.315650781805513,0.5292435362710676,0.4246445409346992
bas,19.926329867321652,11.168233696857076,0.588279663308584,0.4521436459000244
bas,22.392389562522464,12.495404159043568,0.5400412143151611,0.4400596584804287
bas,20.659295449870644,12.728323608472326,0.5485689952132643,0.4341666620309798
bas,21.276692479714065,10.422003220438732,0.5799859198310893,0.454589595082012
bas,20.943966347041105,10.543845778840428,0.5657590484894821,0.4226610864005935
bas,40.98667005925791,18.32597701423663,0.5303415671851506,0.39979743016231273
haut,173.5990654751074,178.04050001772907,0.4961313956104352,0.6492465583389584
haut,175.10437329005154,177.06991863475085,0.47916931537203183,0.673740271404551
haut,173.68722522499084,179.32958322728933,0.4741096894867218,0.646989401557799
haut,177.26409843149392,178.50476386362413,0.44921562730942227,0.6460105340034571
haut,173.160979550131,179.00685110903606,0.42387856212095193,0.603036974991426
haut,172.9026185947208,175.51153725064708,0.4398383733162192,0.5893047117008803
haut,173.7530799831426,175.15675426850802,0.43512497417129414,0.58075422071317
haut,174.42557431559962,173.39302850741336,0.4966669411730706,0.6203757637239089
haut,173.86783212588276,165.006823281295,0.478922441536144,0.5582114092434421
bas,26.467893911578518,29.549806809435484,0.49285376190531427,0.43250662536210616
bas,25.8287923800965,30.920963358730216,0.5071939131402237,0.4336985787226291
haut,175.14769723556068,170.42264634427124,0.47736458242309904,0.5731721290001115
haut,175.14769723556068,170.42264634427124,0.47736458242309904,0.5731721290001115
haut,176.29969422008404,171.7147332916099,0.4540204751345642,0.5689214608701247
haut,174.71902167923542,168.21831288477105,0.45197564268726187,0.5563927742425164
haut,172.83858231193673,170.89805107035218,0.4527106556749639,0.5541133426242373
haut,174.29359960392597,168.18675623109016,0.4528934766800098,0.5426410279700895
haut,174.29359960392597,168.18675623109016,0.4528934766800098,0.5426410279700895
haut,176.36439368147674,173.36405328577695,0.45700622084459663,0.5766637827111921
haut,172.59183717920922,169.452676349206,0.4638899377239323,0.56488223582889
haut,173.53739352614568,171.44852540940843,0.46294676729696016,0.579211999090868
haut,173.53739352614568,171.44852540940843,0.46294676729696016,0.579211999090868
haut,178.16029525750474,170.77394738636323,0.4511050462728927,0.5736258968018244
haut,178.16029525750474,170.77394738636323,0.4511050462728927,0.5736258968018244
haut,175.45670142380413,168.83957899218046,0.445287147102179,0.5461325635141081
haut,169.25610239834648,166.813265126857,0.43340007222385246,0.5220171999511728
bas,32.753769019505256,33.74809298397938,0.49950993439083186,0.4293376035208171
bas,31.287568723357847,32.41408547626916,0.5000413266490511,0.4324912220757443
bas,28.60080130080277,29.159511084938227,0.5077475369893021,0.4372182702577066
bas,29.0051723034225,29.655603811890376,0.49494264538308136,0.433725863414333
bas,29.0691284582849,31.316665517180695,0.4924982731622521,0.4308124432428357
bas,28.539931628320037,29.16188796640254,0.49695178927188605,0.4392469955995995
bas,28.702917976154055,29.22817055106649,0.497718890420338,0.43032079152746755
bas,28.766200028430994,31.218897207273322,0.4899581676609591,0.4300182717253182
bas,30.229805921807106,29.722219739957552,0.502945138123385,0.436377153117038
bas,31.074752475664358,32.87581221916603,0.49959731146268743,0.436557832520594
haut,151.75907231787912,129.382589632217,0.4447041096522418,0.5222348312497639
haut,161.68738971598447,117.1835849472554,0.34912507996832426,0.49887672852443743
haut,144.1987776320271,124.32557164972893,0.45543507920396664,0.5367707579687528
haut,157.70346610296602,67.35811894584077,0.44954939545908695,0.5326779013456505
haut,157.70346610296602,67.35811894584077,0.44954939545908695,0.5326779013456505
haut,176.16287724143643,170.8807372523777,0.4552872222655493,0.5614612530410118
haut,171.80940412178086,173.6948011346871,0.487545304740594,0.5940535824033416
bas,30.59836885398506,30.74994712445292,0.4951539009279551,0.43191661882174387
bas,30.034765740262106,29.649889381959166,0.48615706185978963,0.43232744794682254
bas,29.421925612187867,30.73925897182344,0.4954574820361175,0.4404620966048768
bas,30.843256924413087,30.29823713283355,0.5025000873774459,0.4446728614010012
bas,29.814582637695473,29.70272145884705,0.4907912002885726,0.43361257383961765
bas,29.174014604213706,30.002214754081105,0.49544283313011145,0.44134685639565374
bas,28.087957250120077,28.765686230626518,0.4849575179507111,0.4286033317401672
bas,26.120890776458616,27.273685760674763,0.49645846270221544,0.4374535893674211
bas,26.748774690619637,28.847059305634204,0.48179215863022373,0.439099301703748
bas,37.58058514620649,29.51692117335531,0.42608895030815547,0.512186087115298
bas,35.36291369804095,26.04417953586975,0.4529914313716423,0.5560642648526182
bas,36.56565481031384,20.66222061973392,0.468115495489422,0.5325271129200522
bas,37.065738898424016,23.848951078102143,0.4556902361157067,0.5335650724737078
bas,35.607184083578055,26.279409247466692,0.456141211861739,0.5157290973839307
bas,37.8189888498442,28.628798798858632,0.4260391095943633,0.4972533671526693
bas,40.036327803287854,26.301586791565896,0.4455085390620666,0.4947142614193424
bas,43.7577456267074,28.740263267582268,0.4421880300645959,0.4831540785423913
bas,49.897617752332465,34.55508397671266,0.39576356306498534,0.41627689893399034
haut,172.95980506628618,169.66814563881982,0.7202714755237772,0.7132434817630725
haut,171.01902404713604,169.4180912048155,0.7592034444775849,0.7163468669077092
haut,171.0753197514682,168.94098623482347,0.7414016863390209,0.7002859670546357
haut,169.62156863027738,171.66717020040116,0.7416549444884707,0.7041418248004896
haut,168.35091713738927,170.7565575723603,0.7685890367038065,0.6973990349856413
haut,170.38626573708967,172.5616358015074,0.7416043599719089,0.7187901653924745
haut,172.47289894305558,173.69415083966172,0.698514991194522,0.7242443498505097
haut,172.33432958613596,176.57046815562668,0.7019297451710392,0.7491086786724283
haut,175.49551829055758,172.65620069044613,0.7072549337997192,0.7440017028118536
haut,170.72721871598156,174.3068980102921,0.7185168185293154,0.7269559212487721
haut,171.683282437586,173.89940140174548,0.6731546514616447,0.6988261802941826
haut,170.08443335734773,168.50531551763973,0.7512070502663379,0.7059590086852372
haut,165.60125795852107,169.2932844106228,0.6714042600808241,0.6682429450563205
bas,45.28794358170837,30.490745410985404,0.4263735596234337,0.4635734219350861
bas,44.43770713796542,26.059461569201464,0.44864414113689,0.5019707043402262
bas,39.580686688906,28.914211407598437,0.439963016850434,0.5051222289943763
bas,39.35736349481415,32.51763656625375,0.41491922644941925,0.4852164832911496
bas,39.23832597988624,31.528698788334907,0.4261983102652726,0.48475242626679466
bas,40.77235544737532,26.32750617250746,0.4325403229338692,0.4862301951982225
bas,40.77561957676311,32.19250846092371,0.427627554900204,0.5112844281543194
bas,40.088267976305964,33.36085453185327,0.4262985137126606,0.5046628410922058
bas,41.56713204274024,33.34602456303172,0.4239970663851909,0.5181336716448338
bas,40.741891128499574,30.4724935069252,0.4178915776211357,0.48280071316480666
bas,40.47467990423199,67.48303530793382,0.3500804160297095,0.48694480846296606
bas,41.34433249940947,41.616815657476245,0.4367177746734897,0.4917883026035816
bas,45.45048531484591,25.368930857606166,0.4637878285082406,0.4868426512241336
bas,46.60076441902536,37.78397506501847,0.4128577187272265,0.4588358502913816
haut,170.64786480429726,170.6550917000008,0.7628185436637775,0.7326459933275855
haut,172.5615632232161,166.80407874065267,0.7695814003750033,0.7206249211861588
haut,173.2065254815199,169.18433628971513,0.7580285555978347,0.7320946678747141
haut,172.43984522486986,171.71235102072447,0.783921985406704,0.7639081642694455
haut,172.00194095149465,168.19633263861365,0.7869910809493008,0.7340202881669973
haut,171.00688693681818,169.77994135982303,0.7368195792173198,0.7145275629425675
haut,166.9120911632008,168.54575936577206,0.6798088458966871,0.6621376030662166
bas,48.488345297958084,32.56325755670355,0.43256829804123687,0.43662075307771153
bas,44.129453797671395,32.96285733229575,0.44088873642571064,0.4904678965319918
bas,39.64090014796525,32.69782647121945,0.42026460072689703,0.47406113220522184
bas,40.6877572517305,35.61640520535469,0.4137366061191879,0.4885386697543019
bas,41.898293265653415,40.50261060196895,0.4064253178337618,0.5063140411427133
bas,43.21468860192149,35.03479054111964,0.42118082999221823,0.497363890872972
bas,40.83950702141362,33.26003362751541,0.42934097796983733,0.49822714986062633
bas,42.53470794515616,30.3935859486296,0.44152685635844857,0.4808209025438145
bas,41.73335016752583,26.787087608295987,0.4481748901577257,0.519014634457973
bas,45.734831089273484,55.615044136279934,0.37473696308643556,0.4810008700970717
bas,46.426182096525096,45.27087167372739,0.41564942333623245,0.5010924347980499
bas,40.5078355535045,34.92674658312082,0.4333982998539511,0.47940018720079963
bas,47.228482950697725,35.96002063685133,0.42065979515982427,0.4526233703880029
haut,172.74344234939815,172.97647847286743,0.7928489519747336,0.7810536252841405
haut,172.3547895355863,176.8773908483594,0.7041122471340611,0.7570465778854051
haut,172.2037527048278,173.26505432765958,0.6739136114275149,0.7085457477753224
haut,172.15824931845435,172.83833432864995,0.7165361464688277,0.7357751464376662
haut,165.52056594405195,172.04315959867756,0.7283823334264883,0.7086577551320741
