label,right_shoulder,left_shoulder,left_wrist_x,right_wrist_x,left_wrist_y,right_wrist_y
bas,34.79891105805295,14.785337399477397,0.6335198879241943,0.37265339493751526,0.516314685344696,0.4821203351020813
bas,38.15145917155345,19.54870872058083,0.6464084386825562,0.37001168727874756,0.506382942199707,0.4821036756038666
bas,37.75350804259191,18.793575237456114,0.6451463103294373,0.36906927824020386,0.5082554221153259,0.48600295186042786
bas,37.905450940436275,19.214415470776554,0.6469478011131287,0.3671988844871521,0.5120205879211426,0.48453766107559204
bas,37.87260643494526,18.84657609215901,0.6457735300064087,0.367006778717041,0.5128195881843567,0.481117844581604
bas,39.17794610524187,17.73370312111655,0.6456912159919739,0.3650085926055908,0.5047672986984253,0.4773809611797333
bas,39.96016646091218,17.105715980057344,0.6417859792709351,0.3676595687866211,0.5137634873390198,0.4740801155567169
bas,39.089538811378986,16.09906109230022,0.6416953802108765,0.36524394154548645,0.5029842257499695,0.47335442900657654
bas,40.44718630462539,17.816627980494765,0.6426107883453369,0.36705657839775085,0.5040596127510071,0.4660243093967438
bas,39.809442653860565,18.96678244296235,0.6419873237609863,0.3664323687553406,0.48746246099472046,0.45973122119903564
bas,41.07924469870824,27.365453364882672,0.6436254978179932,0.3730633854866028,0.4461546540260315,0.4423041045665741
bas,48.95953800524245,40.81117966192877,0.6424044370651245,0.37759634852409363,0.38295575976371765,0.4030066728591919
bas,58.89806875072669,53.925220240870885,0.6389033794403076,0.38648781180381775,0.3417663276195526,0.35303956270217896
milieu,77.63392595857283,83.8506684756716,0.6317901015281677,0.38685142993927,0.2799699902534485,0.3145553469657898
milieu,102.36143743062456,111.52185002165223,0.6298755407333374,0.3944738805294037,0.23347650468349457,0.271137535572052
milieu,110.78999507027864,127.86857244992044,0.6287317276000977,0.4050976634025574,0.17634397745132446,0.21795572340488434
milieu,134.60329155708612,141.63321196014172,0.6278069019317627,0.4130219519138336,0.15353447198867798,0.1869911551475525
haut,149.83934093627389,149.9793617447949,0.6191926598548889,0.42017024755477905,0.11381417512893677,0.13942950963974
haut,159.4944771504798,158.02176831052586,0.6213557720184326,0.42766889929771423,0.10513150691986084,0.12679904699325562
haut,164.08612588634753,166.05619667424455,0.6153125762939453,0.4380554258823395,0.0634874701499939,0.0998300313949585
haut,168.4518177128161,168.31506115692312,0.6177845597267151,0.43927645683288574,0.0660673975944519,0.09938996285200119
haut,166.42758837393134,161.61212570390515,0.6210908889770508,0.4403311610221863,0.09102582931518555,0.0918647050857544
haut,161.42033107072257,157.31345883259146,0.6212033629417419,0.4306994378566742,0.10291004180908203,0.114109106361866
milieu,155.739083687555,154.93881393800237,0.6192749738693237,0.42204755544662476,0.11213009804487228,0.13448333740234375
milieu,154.20788855153305,150.81748832138038,0.622201681137085,0.4211375117301941,0.12256133556365967,0.14175945520401
milieu,144.60105652136,145.47891561243492,0.627453625202179,0.41616249084472656,0.1564008593559265,0.1635112166404724
milieu,139.7516054666652,139.79424379180873,0.6261023283004761,0.41338053345680237,0.1599191427230835,0.18027377128601074
milieu,132.3318478462609,135.7910866964344,0.6311140656471252,0.40675801038742065,0.17507851123809814,0.19725537300109863
milieu,118.90891169764467,129.51594546463016,0.6285637021064758,0.40227022767066956,0.1876436471939087,0.2245090752840042
milieu,107.31790407957068,122.38774331823878,0.6328918933868408,0.39772722125053406,0.21856354176998138,0.24221092462539673
milieu,101.83603174320169,111.34866389684835,0.6302621364593506,0.39691704511642456,0.23398317396640778,0.25549376010894775
milieu,95.89310036535724,101.32440883696978,0.6312784552574158,0.391817569732666,0.25660741329193115,0.27700579166412354
milieu,86.53536862068792,80.2966929854324,0.6344232559204102,0.3851073086261749,0.28403210639953613,0.29409611225128174
bas,73.58522016333166,70.88919288032314,0.6333595514297485,0.3868040442466736,0.3096826672554016,0.313202440738678
bas,70.31737522592029,54.00045788480052,0.6404092311859131,0.3852474093437195,0.33975154161453247,0.33670300245285034
bas,64.49956292121063,46.327508530687886,0.6411501169204712,0.3856774568557739,0.3703046143054962,0.3475763499736786
bas,52.69441203195231,34.28405166103003,0.6484413743019104,0.384600967168808,0.40942928194999695,0.3735516369342804
bas,48.89376572801798,28.005597695248643,0.6443372964859009,0.37890344858169556,0.4324319064617157,0.3920389711856842
bas,49.4272273819642,28.369086168252775,0.6483941674232483,0.37826603651046753,0.4368303120136261,0.4024437367916107
bas,45.88558776770742,29.919011703353256,0.6475932598114014,0.38482046127319336,0.43467503786087036,0.397921085357666
bas,53.807565582122045,41.467234539104446,0.6402052640914917,0.3844214677810669,0.3761425316333771,0.3722781836986542
bas,67.2366919176593,56.77976595336637,0.639744758605957,0.38537341356277466,0.3366519808769226,0.3331316113471985
milieu,81.0557581019763,86.06071953844085,0.6317834258079529,0.38612431287765503,0.2841501235961914,0.3027242422103882
milieu,96.92573705742126,113.51678073724067,0.6288928389549255,0.39396733045578003,0.22946876287460327,0.2628154754638672
milieu,109.82901160801265,129.28458246954906,0.632222056388855,0.40172871947288513,0.1930294632911682,0.22232604026794434
milieu,138.21497365271688,143.76382461162788,0.6270899772644043,0.41337689757347107,0.1555120348930359,0.17857442796230316
haut,153.09017582590582,154.35822023489553,0.6202200055122375,0.42336565256118774,0.10157787799835205,0.14200305938720703
haut,160.31784982313226,159.88188401990521,0.6209844350814819,0.42963552474975586,0.10667140036821365,0.11914539337158203
haut,168.66462197639828,169.10794252907493,0.6184419989585876,0.4344604015350342,0.08299928903579712,0.10946185141801834
haut,169.63401667735184,168.39439369864388,0.6165581345558167,0.4369611144065857,0.08696287870407104,0.09659337997436523
haut,166.41700191558817,163.04103478459143,0.6163814663887024,0.43327611684799194,0.10265613347291946,0.11035984754562378
haut,160.7943751162388,159.01673468555205,0.6204899549484253,0.42632922530174255,0.1091315820813179,0.12700563669204712
milieu,158.11119511733804,156.3836545759362,0.6214697360992432,0.4254317283630371,0.10641758888959885,0.13214659690856934
milieu,155.92129072398566,152.55997696567678,0.6232584714889526,0.4196389317512512,0.13002705574035645,0.14372408390045166
milieu,144.41768549972969,144.82549756922538,0.6291322112083435,0.416790634393692,0.16266560554504395,0.16378623247146606
milieu,140.963598771736,138.4775171916441,0.6329907774925232,0.41213059425354004,0.17497438192367554,0.18309293687343597
milieu,131.72634424807345,132.58173414629593,0.6299771666526794,0.4084644913673401,0.18235111236572266,0.18897645175457
milieu,127.56157743239025,128.61404802866593,0.6333468556404114,0.4020208716392517,0.20593422651290894,0.20996439456939697
milieu,120.02919124978949,122.23722819073376,0.63626629114151,0.40280014276504517,0.21609894931316376,0.22624307870864868
milieu,109.75356597186206,112.41847433147522,0.6325907707214355,0.3991764783859253,0.23451483249664307,0.24026475846767426
milieu,100.3854145417693,103.2304978362467,0.6329686641693115,0.39553189277648926,0.25255918502807617,0.25814759731292725
milieu,99.08939424834587,91.42907255600134,0.6302785873413086,0.38820087909698486,0.2629881501197815,0.27346915006637573
milieu,78.11264526622796,79.70073153545539,0.6358584761619568,0.387285977602005,0.2934110164642334,0.3009757995605469
bas,75.74859806046564,69.3518540975226,0.6360927224159241,0.3841874301433563,0.3157871961593628,0.3228887915611267
bas,68.97936216857612,58.78861095329232,0.6384055614471436,0.3846190571784973,0.34397637844085693,0.33959925174713135
bas,61.000114948025534,50.43999146492681,0.6438111066818237,0.3826483488082886,0.36511483788490295,0.3674866259098053
bas,54.76118820945824,40.804683322848376,0.6409537196159363,0.3782750964164734,0.377000629901886,0.38461795449256897
bas,46.70721785903224,32.7134699931699,0.6487273573875427,0.3785976767539978,0.41808438301086426,0.4020610749721527
bas,46.52385255851601,29.98656692280279,0.6466301083564758,0.37022900581359863,0.4281623363494873,0.4276731610298157
