label,right_shoulder,left_shoulder
bas,178.07217266627327,178.5082282638491
bas,177.9240610493339,177.40977213647568
bas,177.39072885529535,177.02777978775816
bas,176.99279824669426,178.10115628354748
bas,177.27945837500107,177.33633941156467
bas,177.84350410291302,178.13400080973474
bas,176.51563650621299,177.72526524603418
bas,175.9900069800782,176.94455976152236
bas,179.10507051047693,178.76878380078188
bas,179.44895247529655,178.7628779729784
bas,179.41714322994136,178.9665021932949
bas,178.5086970343832,178.36810009955894
bas,179.58450814653366,176.86880634836456
bas,170.42906713350163,178.95957010873414
milieu,137.5239615708352,166.58049156658484
milieu,117.77377598996318,157.95827794212258
milieu,114.66335886760497,152.13475211316216
milieu,95.20561239262607,130.1460183060545
milieu,99.11482514928736,101.79641577726444
milieu,41.720501280710664,22.079092016285646
haut,13.794641630807309,1.0006164414922532
haut,15.316255747219774,19.08216465062694
haut,11.264273986699791,11.503460210638409
haut,9.507491106012585,11.214169216937181
haut,12.196031075003372,11.768047648572889
haut,14.034747142227282,12.06147920670786
haut,13.273799985439044,13.746747296147063
haut,11.590873682945755,12.250061334316511
haut,11.690681652802343,13.177657745593626
haut,11.938745473273418,11.28969826555609
haut,12.640787484645307,12.156241768632848
haut,13.558488037192243,9.56499863764254
haut,12.539953372244025,9.748647052644984
haut,12.55151174136055,8.875030277763079
haut,11.452937933056093,11.363999091843503
haut,10.929332660570346,10.692864226550123
haut,10.646739901151347,11.27454267452442
haut,14.145607460207154,14.94740914998786
haut,14.162281026207886,14.583763885916246
haut,12.609816574483778,14.734017068459533
milieu,43.15348007682503,96.29200274085214
milieu,56.5572556901707,54.45971630296844
milieu,99.65951252075442,114.8254571358154
milieu,87.27856666797953,96.40223064956552
milieu,117.72704495519318,84.94288194180173
milieu,131.29090969428066,162.55311400454616
bas,173.93953458498828,173.9608469201415
bas,172.68919598929344,174.4648709229604
bas,176.65955593194752,176.78727128984065
bas,176.77915671503655,178.51152587709456
bas,178.0956166173358,178.38446237698324
bas,176.8727945009615,178.15157096704456
bas,176.98983395809122,179.15853407394485
bas,177.7242958323724,177.38148898557907
bas,177.05878484391425,178.39738585491062
bas,177.33899983480998,178.70468466955387
bas,177.2333042360078,178.59583325695795
bas,178.49834438954127,178.75616272154122
bas,178.05607665551736,179.354571730302
bas,178.75844385456415,179.2450038350679
bas,178.5625003512225,178.26479491757428
