label,left_elbow_shoulder_hip,right_elbow_shoulder_hip,right_hip_knee_angle,left_hip_knee_angle,right_elbow_angle,left_elbow_angle,wrist,elbow
bas,83.8472523761081,nan,nan,nan,76.80803501640118,148.4056489842105,nan,nan
bas,81.72128543541803,nan,nan,nan,55.88151028166754,145.04991901213165,nan,nan
bas,79.39711524924029,nan,nan,nan,43.163643102078986,141.41416146965548,nan,nan
bas,77.75013513921323,nan,nan,nan,35.2776122600305,138.03494896490002,nan,nan
bas,76.47930750775834,nan,nan,nan,30.053725916349453,135.2433406207287,nan,nan
bas,75.61067384120715,nan,nan,nan,27.034611369969138,133.30110082102442,nan,nan
bas,74.5553596337442,nan,nan,nan,25.346242150223727,131.7272265393036,nan,nan
bas,73.11368233686886,nan,nan,nan,24.345628482421073,130.56018289201347,nan,nan
bas,71.85957052857718,nan,nan,nan,22.656598032137314,129.6498745332935,nan,nan
bas,70.73972126367548,nan,nan,nan,21.526909711142864,128.6239327046923,nan,nan
bas,72.80372588478622,nan,nan,nan,34.8509819303663,131.65921803089506,nan,nan
bas,74.23879223224334,nan,nan,nan,37.846318404952086,134.5003255374292,nan,nan
bas,74.47734663299762,nan,nan,nan,75.5722666524022,137.80517616691054,nan,nan
haut,77.4716660043503,nan,nan,165.70436375099698,167.33784744587817,164.62910737731625,nan,nan
haut,77.64106254041504,nan,nan,165.07241304820016,168.0760476015299,165.82658074225313,nan,nan
haut,77.7968369533594,nan,nan,164.75916769029183,168.32474984663386,166.99993042944382,nan,nan
haut,78.3894472541435,nan,nan,164.36095720156706,168.4725588982519,168.31695160666663,nan,nan
haut,79.06176633724264,nan,nan,164.07343481103592,168.42561514112413,169.51394128879343,nan,nan
haut,79.5093229707739,nan,nan,163.9370932000297,168.05418774264567,170.45366034597345,nan,nan
haut,79.63800349806068,nan,nan,164.01538253139188,167.74151511768613,171.18931058135732,nan,nan
haut,79.95231298128388,nan,nan,164.0719853931522,167.60741830446673,171.73519555427671,nan,nan
haut,80.03135596739888,nan,nan,164.1014003682577,167.11120749649533,172.0817617339482,nan,nan
haut,79.93325402141555,nan,nan,164.11305403832395,166.98894711580002,172.24179531718627,nan,nan
haut,79.77468872281865,nan,nan,164.11485897017312,166.93896142626363,172.2656143887286,nan,nan
haut,79.35725793715396,nan,nan,164.47877923813766,167.33288242591806,171.8704380558098,nan,nan
haut,78.82313009706148,nan,nan,164.88332303240637,167.41755149923583,170.84389417604717,nan,nan
bas,67.33652721782057,nan,nan,168.88409165293726,70.22186835530772,125.1865079656023,nan,nan
bas,65.47572457669698,nan,nan,167.3327327419221,59.13648695024715,122.64854844768303,nan,nan
bas,64.03059897470865,nan,nan,166.09356353297707,51.6374481783005,121.27079036764954,nan,nan
bas,62.61679245945378,nan,nan,164.63841167917693,45.58682326965609,119.87677212577081,nan,nan
bas,61.69762914866248,nan,nan,163.52656131689798,41.13152949551574,118.37268727655405,nan,nan
bas,60.60087539698332,nan,nan,162.02696916681458,37.258794012688504,116.79423472182236,nan,nan
bas,60.100032059639915,nan,nan,nan,34.45633813347879,115.46183647340042,nan,nan
bas,59.689843376879324,nan,nan,nan,32.824815124183516,114.24932290817497,nan,nan
bas,59.226058705327596,nan,nan,nan,31.219704508497298,114.34356960581815,nan,nan
bas,58.82129683234793,nan,nan,nan,29.74430467106334,114.59489859283583,nan,nan
bas,58.5759664974158,nan,nan,nan,28.772894547363165,115.93496054437144,nan,nan
bas,57.640268869154,nan,nan,nan,30.225856265690616,118.4002621175116,nan,nan
bas,57.91680892100304,nan,nan,nan,40.731655559504894,121.34148292715723,nan,nan
bas,57.168785262204416,nan,nan,nan,61.98885992732332,124.93347032654128,nan,nan
bas,71.35404304910529,nan,nan,170.36313172166038,65.76612238196016,134.70637439680542,nan,nan
bas,69.76529554327425,nan,nan,168.23054819637883,53.310047146691076,132.30569111998201,nan,nan
bas,67.97788236783094,nan,nan,166.5219115209921,45.95921963607348,129.57574575484387,nan,nan
bas,66.00330324593806,nan,nan,164.37546772231843,41.361161534007515,127.04288931441425,nan,nan
bas,64.65691003863485,nan,nan,162.94273208035742,38.899911576654766,124.73541833760301,nan,nan
bas,63.7749260443121,nan,nan,161.9045926840379,37.451174297475625,122.7332576782653,nan,nan
bas,63.451983742519374,nan,nan,nan,36.10638437476471,121.45051268006611,nan,nan
bas,63.19705753105207,nan,nan,nan,34.45980583172418,121.11981784435807,nan,nan
bas,63.011817193161534,nan,nan,nan,32.973047244702336,121.09739326413143,nan,nan
bas,63.11225415552151,nan,nan,nan,32.06156611716154,120.68357629761714,nan,nan
bas,63.075833544225496,nan,nan,nan,30.84631434626372,121.55797777220978,nan,nan
